Word,Mean,SD,Median,Min,Max,N
seasoned,2.782608695652174,2.173320077232704,2,1,7,23
seasoning,2.1904761904761907,1.5368489717290903,1,1,6,21
seating,2.8260869565217392,1.556574733569118,3,1,5,23
seawater,2.3181818181818183,1.7289237950752745,1.5,1,7,22
seaweed,1.3478260869565217,0.8846517369293828,1,1,4,23
secluded,3.3333333333333335,2.2968156910907283,3.5,1,7,24
seclusion,3.142857142857143,2.220038609702865,3,1,7,21
second,2.1363636363636362,1.245772070624499,2,1,4,22
secondary,2.5217391304347827,1.7547225944288771,2,1,7,23
secondhand,3.9130434782608696,2.3338038298463593,4,1,7,23
secrecy,3.9583333333333335,2.1964233112765035,4,1,7,24
secretary,5.090909090909091,1.99783432529877,6,1,7,22
secretive,4.434782608695652,2.1068306001825614,4,1,7,23
section,2.8636363636363638,1.8846612565519705,2.5,1,7,22
sector,3.3333333333333335,1.9321835661585918,3,1,7,21
secular,3.6666666666666665,2.0291986247835694,3.5,1,7,18
secure,3.8181818181818183,2.174229226018436,4,1,7,22
security,3.9545454545454546,2.0348691949834614,4.5,1,7,22
sedate,4.0476190476190474,2.355338414669758,4,1,7,21
sedation,3.0952380952380953,2.0713464679952,3,1,7,21
sedative,2.8636363636363638,1.9589952367635655,2,1,7,22
sediment,1.9090909090909092,1.6008655667389946,1,1,7,22
seduce,5.7272727272727275,2.004324329372873,7,1,7,22
seducer,4.761904761904762,2.2782616597915593,5,1,7,21
seduction,5.695652173913044,1.6358145763084644,6,2,7,23
seductive,6.136363636363637,1.2069423999139133,6.5,2,7,22
see,3.5,1.8961113087680521,3.5,1,7,22
seed,1.6521739130434783,1.335143698502964,1,1,7,23
seedy,2.3636363636363638,1.7874018000453045,2,1,7,22
seek,3.217391304347826,2.0216222500108993,3,1,7,23
seeker,3.9523809523809526,1.745743121887939,4,1,7,21
seem,2.5,1.5879984667608413,2,1,6,24
segment,3.1818181818181817,2.0150945537631877,3,1,7,22
segregation,5.375,1.9740159904202355,6,1,7,24
seismic,2.3684210526315788,1.8321367706038842,1,1,7,19
seize,3.7,2.02874085917453,4,1,7,20
selection,3.5,2.06418738616856,3,1,7,24
selective,3.227272727272727,2.0686277526951966,3.5,1,7,22
self,5.043478260869565,1.9881069312188604,6,1,7,23
selfish,5,2.1320071635561044,6,1,7,23
selfless,6.043478260869565,1.330695678260921,6,2,7,23
sell,4.333333333333333,1.8336626845141692,5,1,7,24
sellout,4.090909090909091,1.9001025262836768,4,1,7,22
semantics,3.6363636363636362,2.5550222167602628,3,1,7,22
semblance,3.0588235294117645,1.8190171877724972,3,1,7,17
semen,3.1739130434782608,2.3481554446192145,3,1,7,23
semester,3.4347826086956523,1.9027751731835778,3,1,7,23
semi,1.6363636363636365,1.0930714500000422,1,1,4,22
semiautomatic,2.0869565217391304,1.5929687401561352,1,1,7,23
seminar,5.368421052631579,1.8015587792486036,6,1,7,19
seminary,5.315789473684211,1.6684201302412267,6,1,7,19
senator,4.434782608695652,2.128296095183822,5,1,7,23
send,4.434782608695652,1.9731397903876622,4,1,7,23
sender,4.5,1.970013294613105,4.5,1,7,22
senile,3.5,1.9940387348771529,3,1,7,22
senior,4.875,2.0496553262736006,5,1,7,24
seniority,4.857142857142857,2.0318886358684694,5,1,7,21
senorita,4.809523809523809,2.1821789023599236,5,1,7,21
sensation,3.9545454545454546,1.9390049664042277,4,1,7,22
sensational,4.391304347826087,2.3304141347678295,5,1,7,23
sense,4.375,1.9740159904202355,5,1,7,24
senseless,3.1818181818181817,1.7898221150335591,3,1,6,22
sensibility,4.913043478260869,1.7558484993213879,5,1,7,23
sensitivity,4.7,1.5927467172350906,5,1,7,20
sensory,3,1.4800257398019099,3,1,5,22
sensual,5.090909090909091,1.8493007921680615,5,1,7,22
sensuality,5.363636363636363,1.81384764796917,6,1,7,22
sensuous,5.2631578947368425,1.7269789055894333,6,2,7,19
sentence,3.217391304347826,2.2351839814274883,3,1,7,23
sentencing,4.842105263157895,1.9794263449218716,5,1,7,19
sentiment,4.65,1.8994459025837258,5,1,7,20
sentinel,4.636363636363637,1.7874018000453045,5,1,7,22
separate,3.3333333333333335,1.8529256146249728,3,1,7,21
separation,5.409090909090909,1.5324767040594283,6,2,7,22
septic,2.772727272727273,1.9744033018277694,2.5,1,6,22
sequel,2.1578947368421053,1.5004872502970805,1,1,6,19
sequence,2.8260869565217392,2.1669453555438456,2,1,7,23
serenade,5.722222222222222,1.6016739609309327,6,1,7,18
serenity,3.727272727272727,2.229281716090851,3.5,1,7,22
series,2.7083333333333335,1.9886453039512944,2,1,7,24
sermon,5.545454545454546,1.5954480704349312,6,2,7,22
servant,6.095238095238095,1.445847914020071,7,2,7,21
service,5.636363636363637,1.5597757636597747,6,1,7,22
servitude,4.368421052631579,1.9779486094826595,4,1,7,19
sesame,1.52,1.0847426730181986,1,1,5,25
session,3.652173913043478,2.2280993868026524,4,1,7,23
set,2.5454545454545454,1.682607747268754,2,1,6,22
setback,3.619047619047619,1.6575943555704598,4,1,7,21
settle,3.0454545454545454,1.8638739158070683,3,1,6,22
settlement,4.571428571428571,2.1111946516469904,5,1,7,21
setup,3.4166666666666665,1.6918388932104942,4,1,6,24
seventeen,2.1818181818181817,1.7630159126409235,1,1,7,22
seventy,2.5,1.9456912102680337,1.5,1,7,22
sever,3.789473684210526,1.843274482738111,4,1,7,19
severance,2.95,1.5381123085406379,3,1,6,20
severe,2.4782608695652173,1.805787796286538,2,1,7,23
severity,3.28,1.8601075237738274,4,1,7,25
sewage,2.1363636363636362,1.4241272864946195,1.5,1,5,22
sewing,3,1.927248223318863,3,1,6,22
sexual,6.409090909090909,1.181568405173351,7,3,7,22
sexuality,6.238095238095238,1.300183137283433,7,2,7,21
sexy,5.590909090909091,1.6806770435379086,6,1,7,22
shabby,2.45,1.8488972531299783,2,1,7,20
shade,1.8095238095238095,1.2497618820818477,1,1,5,21
shadowy,2.1818181818181817,1.592732412176175,1,1,5,22
shady,3.35,2.5603248149199227,2.5,1,7,20
shaft,1.9523809523809523,1.3219754338182867,1,1,5,21
shakedown,3.6842105263157894,2.3817041419712566,4,1,7,19
shaker,2.736842105263158,2.256893274273728,1,1,7,19
shaky,2.5833333333333335,1.6918388932104942,2,1,7,24
shall,2.95,2.114486375359025,2.5,1,7,20
shallow,3.2083333333333335,1.8645238736369987,3,1,7,24
shallows,2.347826086956522,1.7217511078754548,1,1,6,23
sham,3.6818181818181817,2.124379206494691,4,1,7,22
shame,4.7727272727272725,2.328535574578564,5.5,1,7,22
shameful,4.818181818181818,2.19602158971874,6,1,7,22
shameless,4,2.4299715851758235,3.5,1,7,22
shampoo,1.434782608695652,1.3759653456432204,1,1,7,23
shape,1.7727272727272727,1.1518853358037973,1,1,4,22
shard,1.7727272727272727,1.0660035817780522,1.5,1,5,22
share,5.954545454545454,1.2901558682973793,6,2,7,22
shareholder,4.5,2.064741604835056,5,1,7,20
shark,1.2083333333333333,0.5089773777040515,1,1,3,24
sharpen,2.260869565217391,1.629762707333015,2,1,7,23
sharpshooter,3.8181818181818183,2.0847830453839427,4,1,7,22
shattering,2.5,1.7693034738587656,2,1,7,24
shear,1.8333333333333333,1.5434872662825796,1,1,6,18
sheepdog,2.652173913043478,1.6951453585345608,3,1,6,23
sheer,2.739130434782609,2.071832550805464,2,1,7,23
sheik,3.45,2.139232523470435,3,1,7,20
shellfish,2.217391304347826,2.0661013294505457,1,1,7,23
shepherd,4.7272727272727275,2.004324329372873,5,1,7,22
shift,2.95,1.637552731171861,3,1,7,20
shifty,3.9,2.1980852911951394,4,1,7,20
shimmer,2.1363636363636362,1.5211353699959822,1,1,6,22
shimmering,2.5454545454545454,2.063913820812356,1.5,1,7,22
shining,2.391304347826087,2.0391426548425735,1,1,7,23
shiny,1.9130434782608696,1.4432615676200797,1,1,5,23
shipment,3.3333333333333335,1.6594044679962137,3.5,1,7,24
shipping,2.789473684210526,1.5121341566151925,3,1,6,19
shipshape,2.65,1.6944180805158293,2.5,1,6,20
shipwreck,2.217391304347826,2.0216222500108993,1,1,7,23
shipyard,2.2777777777777777,1.7083034430670598,1,1,6,18
shirt,2.0434782608695654,1.4295028019803129,1,1,6,23
shitfaced,4,2.3502786055720124,4,1,7,22
shitload,2.5789473684210527,1.8353258709644942,2,1,7,19
shitty,3.1818181818181817,2.038588765750502,2.5,1,7,22
shiver,2.130434782608696,1.5463842820677165,2,1,7,23
shocker,3.4545454545454546,2.1320071635561044,3.5,1,7,22
shoddy,2.9523809523809526,1.8567765206451334,3,1,7,21
shoelace,1.619047619047619,1.499206139134658,1,1,7,21
shoemaker,4.173913043478261,2.1458665109936246,5,1,7,23
shoeshine,2.130434782608696,1.7400195355770358,1,1,6,23
shooter,4.045454545454546,2.3192213949487184,4,1,7,22
shopkeeper,5.818181818181818,1.5625487005397436,6,1,7,22
shoplifter,4.8,1.6091841672756186,5,1,7,20
shoplifting,4.521739130434782,2.107768428228199,5,1,7,23
shopper,5.380952380952381,1.9615348703551125,6,1,7,21
shoreline,1.8636363636363635,1.3200091827045153,1,1,5,22
shortage,2.3333333333333335,1.3719886811400708,2,1,5,18
shortcake,2.0869565217391304,1.4432615676200797,1,1,5,23
shortcut,1.9473684210526316,1.5446568914424659,1,1,6,19
shorten,1.8181818181818181,1.3675269175156555,1,1,6,22
shorthand,3,2,3,1,7,22
shortness,2.5,1.9110661718118183,2,1,7,24
shorts,2.0454545454545454,1.495302891032695,1,1,5,22
shortwave,2.6315789473684212,1.4985372985307104,3,1,6,19
shoulder,1.7727272727272727,1.3068252399583533,1,1,5,22
show,4.714285714285714,1.9784553859730358,5,1,7,21
showbiz,5.666666666666667,1.906130460732773,7,1,7,21
showboat,3.260869565217391,2.5622680170708816,2,1,7,23
showcase,4.545454545454546,2.219551064158454,5.5,1,7,22
showdown,5.391304347826087,1.6716657570106697,6,1,7,23
shower,3.238095238095238,2.142539659020619,3,1,7,21
showgirl,4.863636363636363,2.2529442016520465,5.5,1,7,22
showoff,5.291666666666667,1.8761469921708918,6,1,7,24
showroom,3.6363636363636362,2.460070741248725,3,1,7,22
shriek,2.95,2.163695668842645,2,1,7,20
shrivel,1.3888888888888888,1.2432826042324119,1,1,6,18
shrug,3.2916666666666665,1.7810394294555532,3,1,7,24
shrunken,1.3333333333333333,0.7302967433402214,1,1,3,21
shudder,2.9473684210526314,1.778691285765599,3,1,6,19
shuffle,2.857142857142857,2.1745278633697542,2,1,7,21
shuffling,3.090909090909091,2.0215291456172695,2,1,7,22
shunt,1.8823529411764706,1.1114378604524227,2,1,5,17
shut,2.35,1.6311119875071343,2,1,7,20
shutdown,2.7916666666666665,2.0425722629261767,2,1,7,24
shutter,2.142857142857143,1.424279266355945,1,1,5,21
shy,4.92,2.2531459488161585,5,1,7,25
shyness,4.875,2.1531069562883753,6,1,7,24
sibling,6.333333333333333,1.403928236326068,7,1,7,24
sick,3.570631970260223,2.009204139913988,3,1,7,538
sickly,2.4285714285714284,1.5675276256394517,2,1,6,21
sickness,4.391304347826087,1.9940623322705429,4,1,7,23
sidebar,2.090909090909091,1.3059968245090436,1.5,1,5,22
sideburns,2.347826086956522,1.5842605287404283,2,1,7,23
sidecar,2.260869565217391,1.7113894223527009,2,1,7,23
sidekick,5.571428571428571,1.6903085094570331,6,1,7,21
sideshow,3.95,2.3277502126799554,4,1,7,20
sidewalk,4,2.2253945610567474,4.5,1,7,22
siege,5.05,1.700619082322051,5.5,2,7,20
siesta,3.15,1.9808291724745766,3,1,7,20
sight,4.0476190476190474,2.290768222151479,5,1,7,21
sighting,3.5714285714285716,1.7484687178050562,3,1,7,21
sightseeing,4.095238095238095,2.047065262876636,4,1,7,21
sigma,2.5789473684210527,2.0362217046307496,2,1,7,19
signal,4.2272727272727275,2.307994763174264,5,1,7,22
signature,3.391304347826087,1.9940623322705429,3,1,7,23
significance,3.6666666666666665,2.2876479915697985,4,1,7,21
significant,3.0952380952380953,2.233937373893053,2,1,7,21
signify,3.375,1.7891581697887247,4,1,7,24
silence,3.347826086956522,2.0362330562311715,3,1,7,23
silencer,2.8095238095238093,1.8335497707738293,2,1,7,21
silhouette,2.590909090909091,1.5934117606447615,2,1,6,22
silicone,1.5217391304347827,1.0387739809021064,1,1,5,23
silken,2.210526315789474,1.7184924714030625,1,1,6,19
silky,1.9523809523809523,1.6874889770363088,1,1,7,21
silliness,4.523809523809524,2.3583690894142846,5,1,7,21
silverware,2.3,1.9761738683361687,1,1,7,20
silvery,1.3333333333333333,0.7302967433402214,1,1,4,21
similar,3.272727272727273,1.9804236723685975,3,1,7,22
similarity,3.9545454545454546,2.1264160039007,4,1,7,22
simmer,2.2,2.0416711421361615,1,1,7,20
simpleton,4.4,2.3033156878497434,5,1,7,20
simplicity,2.772727272727273,2.0220644373373933,1.5,1,7,22
simplify,2.761904761904762,1.841324574993825,2,1,7,21
simulate,3,1.6681153124565982,3,1,6,24
simulation,2.7916666666666665,2.021174145771767,2,1,7,24
simulator,3.0416666666666665,2.01038968030247,2,1,7,24
sin,4.863636363636363,2.0306099141333434,5,1,7,22
sincere,5.238095238095238,1.6402671094904606,6,1,7,21
sincerity,5.142857142857143,1.4589624493356326,5,2,7,21
sinful,4.434782608695652,1.9027751731835778,4,1,7,23
single,4.434782608695652,1.7274807447031524,5,1,7,23
sinker,2.411764705882353,1.697749375254331,2,1,7,17
sinner,5.818181818181818,1.7081419489459644,7,1,7,22
sir,5.76,1.6901676445449625,7,1,7,25
sissy,3.739130434782609,1.7637097087556368,4,1,7,23
sister,6.647058823529412,0.6063390625908325,7,5,7,17
sisterhood,6.666666666666667,0.5773502691896257,7,5,7,21
site,3.391304347826087,2.2510427974361855,4,1,7,23
situation,3.875,1.8252456654188867,4,1,7,24
six,2,1.8516401995451028,1,1,7,22
sizable,2.8181818181818183,1.9913231694950886,2,1,7,22
size,2.3,1.7198531149031608,2,1,6,20
sizzle,2.0869565217391304,1.50493260127733,1,1,5,23
skateboard,2.5,1.7693034738587656,2,1,7,24
skeletal,2.3,1.625455401774498,2,1,7,20
skeleton,1.6521739130434783,1.0272954630384807,1,1,5,23
skeptical,4.083333333333333,2.041241452319315,4,1,7,24
skepticism,4.5,2.1547290184283368,5,1,7,22
sketch,3.45,1.8771478925557026,3,1,7,20
sketchy,3.227272727272727,1.6310037278231955,3,1,7,22
skewer,2.3333333333333335,1.5275252316519468,2,1,6,21
skid,1.6363636363636365,0.902137912878521,1,1,4,22
skiing,4.523809523809524,2.4211370803621923,5,1,7,21
skilled,3.6956521739130435,2.032347111742651,3,1,7,23
skillet,1.95,1.3168942730211068,1,1,5,20
skillful,4.916666666666667,1.6129008882638507,5,1,7,24
skimpy,3.2857142857142856,1.9784553859730358,3,1,7,21
skinny,3.217391304347826,2.043982781886438,3,1,7,23
skip,2.0833333333333335,1.6918388932104942,1,1,7,24
skirmish,4.65,2.2307657406087453,5,1,7,20
skylight,1.8695652173913044,1.575504185565744,1,1,6,23
skyscraper,3.85,2.3680993933621335,4,1,7,20
slack,3,1.8586407545691703,2,1,7,23
slammer,3.619047619047619,2.0365704131257156,3,1,7,21
slander,4.684210526315789,2.3345861298441783,5,1,7,19
slang,5.791666666666667,1.910592138275613,7,1,7,24
slant,1.8421052631578947,1.4245138700910818,1,1,6,19
slash,1.9166666666666667,1.442120017518492,1,1,6,24
slate,1.6363636363636365,0.9534625892455924,1,1,4,22
slaughter,4.681818181818182,2.0091780749342596,5,1,7,22
slaughterhouse,2.782608695652174,2.194135193877501,2,1,7,23
slave,4.75,2.231201664925252,5,1,7,24
slavery,6.35,1.0894228312566052,7,4,7,20
slay,4.2272727272727275,2.0220644373373933,4.5,1,7,22
sleazy,4.545454545454546,2.086858489447321,5,1,7,22
sledge,1.85,1.460893742308382,1,1,6,20
sledgehammer,1.5,1.0513149660756937,1,1,4,20
sleek,2.9545454545454546,2.1486933510585255,2.5,1,7,22
sleep,2.909090909090909,2.06810451308832,2,1,7,22
sleeper,3,2.1821789023599236,2,1,7,22
sleepless,2.2857142857142856,1.7361698402764962,2,1,7,21
sleepover,4.92,2.2345767682792492,6,1,7,25
sleepy,3.2083333333333335,2.1865033961668745,2.5,1,7,24
sleepyhead,4.636363636363637,2.300009410859723,5.5,1,7,22
sleeve,1.1666666666666667,0.38069349381344053,1,1,2,24
sleigh,2.4545454545454546,1.5653167252081766,2,1,5,22
slicker,2.0555555555555554,1.7311071677235326,1,1,7,18
slide,2.608695652173913,1.9006967725925863,2,1,7,23
slimy,2.9166666666666665,1.9318084941243567,3,1,7,24
sling,1.9473684210526316,1.8995228702237106,1,1,7,19
slingshot,1.6956521739130435,1.1455361035021452,1,1,5,23
sliver,1.8181818181818181,1.680032982566361,1,1,7,22
slob,3.789473684210526,1.9025990226360552,4,1,7,19
slobber,2.238095238095238,1.3749458863810569,2,1,5,21
slogan,4.4,2.101586702153082,5,1,7,25
slop,2.1666666666666665,1.5048939771136507,2,1,6,18
slope,1.7391304347826086,1.452815176393368,1,1,7,23
sloppy,2.772727272727273,1.8239626714491246,2,1,7,22
slouch,2.869565217391304,1.575504185565744,3,1,5,23
slow,2.272727272727273,1.6089576093684348,2,1,6,22
sludge,1.8636363636363635,1.1668212637211672,1.5,1,5,22
sluggish,2.9047619047619047,1.972429007715155,2,1,7,21
slum,4.777777777777778,2.3403256574687497,6,1,7,18
slumber,3,2.077447826946374,2.5,1,7,20
slump,3.1818181818181817,1.651445647689541,3,1,7,22
slur,4.608695652173913,2.2711456947537334,5,1,7,23
slurp,2.272727272727273,1.6670995108933298,1.5,1,7,22
slush,1.7391304347826086,0.963770592485946,1,1,4,23
slut,5.619047619047619,1.3592715135759477,6,3,7,21
small,2.380952380952381,1.6575943555704598,2,1,7,21
smallpox,3.4545454545454546,2.086858489447321,3,1,7,22
smartass,4.809523809523809,1.9651729597938097,5,1,7,21
smash,3.25,2.0483291175768223,3,1,7,24
smear,2.380952380952381,1.5321941938341392,2,1,7,21
smell,2.5652173913043477,1.5023038960368273,2,1,6,23
smelly,3.6818181818181817,1.9367710889731526,4,1,7,22
smidgen,2.1363636363636362,1.4895015000377538,2,1,6,22
smite,3.8095238095238093,2.2275333357561142,4,1,7,21
smoky,2.0416666666666665,1.6010639578422372,1,1,7,24
smoothie,1.9545454545454546,1.9390049664042277,1,1,7,22
smother,3.6842105263157894,2.18715013910663,4,1,7,19
smudge,2.0952380952380953,1.813966976126134,1,1,7,21
smug,4.684210526315789,1.796683103788366,5,2,7,19
smuggle,3.652173913043478,2.013786475369086,3,1,7,23
smuggler,3.782608695652174,1.8329440238224415,4,1,7,23
snail,1.391304347826087,0.7223151185146152,1,1,3,23
snappy,3.2857142857142856,2.194148061158525,3,1,7,21
snapshot,2.857142857142857,1.9048809486609468,3,1,7,21
snatcher,4.2727272727272725,2.1421355206299597,5,1,7,22
snazzy,3.9523809523809526,1.9358768162305802,4,1,7,21
sneak,3.2916666666666665,2.0742555849952673,3,1,7,24
sneaker,2.12,1.6411378166788229,1,1,6,25
sneaky,3.5416666666666665,2.4668086523960935,3,1,7,24
snide,4.545454545454546,1.9694638556693238,5,1,7,22
sniff,2.5,1.820930936000652,2,1,7,20
snippy,3.739130434782609,1.8639496507135747,4,1,7,23
snob,5.476190476190476,1.8606194564995717,6,1,7,21
snoop,3.652173913043478,1.9681254499043663,3,1,7,23
snoopy,3.869565217391304,2.2013290990607337,4,1,7,23
snooty,4.55,1.9594574974238472,5,1,7,20
snooze,2.1739130434782608,1.8745223370487911,1,1,7,23
snort,2.238095238095238,1.5781242633190171,2,1,7,21
snot,1.7142857142857142,1.0555973258234952,1,1,4,21
snotty,3.6666666666666665,2.1756225162774294,4,1,7,21
snout,1.7142857142857142,1.4540583599999397,1,1,7,21
snowball,2.391304347826087,1.4996705830639974,2,1,6,23
snowfall,1.8095238095238095,1.6917165134574887,1,1,7,21
snowflake,2.65,1.954078056944394,2,1,7,20
snowman,2.3043478260869565,1.428119634939456,2,1,6,23
snowstorm,1.5238095238095237,0.9807674351775563,1,1,4,21
snowy,2.1666666666666665,1.7362294645648624,1,1,7,24
snug,2.9545454545454546,1.8638739158070683,3,1,7,22
snuggle,4.681818181818182,2.233646679575239,5,1,7,22
sober,4.45,2.235479461111784,5,1,7,20
sobriety,4.590909090909091,1.7364191645888718,5,2,7,22
sociable,6.68,0.8020806277010643,7,4,7,25
socialism,6.75,0.531609533071195,7,5,7,24
socialist,5.809523809523809,1.8335497707738293,7,1,7,21
socialite,6.043478260869565,1.2960871487802053,7,3,7,23
socialize,7,0,7,7,7,23
society,6.608695652173913,1.3052039351200886,7,1,7,23
sociology,5.2105263157894735,1.7819760370137496,5,2,7,19
sociopath,6.1,1.5525869752736796,7,1,7,20
softball,3.1,2.425739171122029,2,1,7,20
soften,2.5833333333333335,1.998187584584692,1.5,1,6,24
softener,1.8181818181818181,1.2203186015043321,1,1,5,22
softness,3.1363636363636362,2.007022303846803,2.5,1,7,22
software,3.1739130434782608,2.187821122674826,2,1,7,23
soggy,1.3181818181818181,0.7798878818298873,1,1,4,22
solace,4.565217391304348,1.9960435173913815,5,1,7,23
solarium,1.9523809523809523,1.4654757069358222,1,1,6,21
soldier,5.260869565217392,1.7637097087556368,5,1,7,23
solemn,3.9545454545454546,1.495302891032695,4,1,6,22
solicit,4.619047619047619,1.8567765206451334,5,1,7,21
solicitation,5,2.088931871468374,5,1,7,23
solicitor,5.590909090909091,1.5632411662065913,6,1,7,22
solidarity,6.380952380952381,1.4654757069358222,7,1,7,21
solitaire,3.1739130434782608,2.249286228462133,2,1,7,23
solitary,4.25,2.3265948246871155,4.5,1,7,24
solitude,5,2.32379000772445,6,1,7,21
solo,2.6363636363636362,1.9650628136199264,2,1,7,22
solution,2.9523809523809526,1.8296499795368095,3,1,6,21
solve,2.5454545454545454,1.8186146670912195,2,1,7,22
somersault,1.7272727272727273,1.3863902488397422,1,1,5,22
sonic,2.25,1.6218615177038684,1.5,1,6,24
soothe,3.2,1.9364916731037085,3,1,6,25
sophisticated,4.0476190476190474,2.1558337244831867,5,1,7,21
sophomore,3.611111111111111,2.42872246468334,3,1,7,18
sorcerer,3.8260869565217392,2.249286228462133,4,1,7,23
sorcery,3.4347826086956523,2.018687398838475,3,1,7,23
sore,1.7916666666666667,1.1787674722451364,1,1,5,24
sorority,6,1.7182493859684491,7,1,7,22
sorrow,4.32,2.212088003071608,5,1,7,25
sorrowful,3.6818181818181817,2.212224987188101,3.5,1,7,22
soul,4.0476190476190474,2.1789031753657726,4,1,7,21
soulful,4.782608695652174,1.9295906711276272,5,1,7,23
soulless,3.55,2.187885304412267,3,1,7,20
soundproof,2.0833333333333335,1.6396358733271998,1,1,7,24
soundtrack,3.772727272727273,2.3890986182642626,4,1,7,22
sour,2.409090909090909,1.6806770435379086,2,1,7,22
source,2.5652173913043477,1.949967061645395,2,1,7,23
southbound,1.7619047619047619,1.5781242633190171,1,1,7,21
southern,3.090909090909091,1.9001025262836768,3,1,7,22
southpaw,2.5238095238095237,1.8060744065250363,2,1,7,21
southwest,1.7916666666666667,1.2846642825425558,1,1,5,24
soviet,4.291666666666667,2.0319013727063124,4.5,1,7,24
soybean,2,1.6618979396776332,1,1,7,22
space,2.84,2.3572582944316194,1,1,7,25
spacecraft,3.35,2.412140346794021,3,1,7,20
spaceship,3.263157894736842,2.1561824614390925,3,1,7,19
spacing,2.6956521739130435,1.844766124834248,2,1,7,23
spacious,1.9565217391304348,1.551487874430841,1,1,6,23
spaghetti,1.6521739130434783,1.1912062508297252,1,1,4,23
span,2.5454545454545454,1.8186146670912195,2,1,7,22
spar,4.52,2.293468988235943,5,1,7,25
spare,2.5416666666666665,1.8172881532338392,2,1,7,24
sparkle,2.391304347826087,1.6716657570106697,2,1,6,23
sparkling,2.8421052631578947,2.0347852164769096,2,1,7,19
sparkly,2.3043478260869565,1.6633695978261511,2,1,7,23
spatial,2.25,1.5517392618742702,1.5,1,5,20
speak,6.181818181818182,1.0527227119356304,7,4,7,22
speakeasy,4.454545454545454,2.2620528545732785,5,1,7,22
specialist,4.571428571428571,2.1810875399999095,5,1,7,21
specialize,3.4347826086956523,2.1068306001825614,4,1,7,23
specialty,3.619047619047619,2.1558337244831867,4,1,7,21
species,4.590909090909091,2.1304837570282107,5.5,1,7,22
specify,2.9,1.4104870379448817,3,1,7,20
speck,1.95,1.9324105480761042,1,1,7,20
specs,2.272727272727273,1.6670995108933298,2,1,7,22
spectacle,3.772727272727273,2.1806905455408514,3,1,7,22
spectator,5.958333333333333,1.3666578295932035,6.5,2,7,24
spectrum,3.05,1.7312909694943341,3,1,7,20
speculate,4,1.7580981459830651,4,1,7,23
speech,6.08,1.2220201853215573,7,3,7,25
speedboat,2.130434782608696,1.423962072595237,1,1,5,23
speedway,4.318181818181818,2.0327406701383803,4,1,7,22
speedy,2.5652173913043477,1.9027751731835778,2,1,7,23
spell,3.25,1.8474424154113356,3,1,7,24
spelling,2.782608695652174,1.9058885243354806,2,1,7,23
spend,3.3181818181818183,1.912026191202452,3,1,6,22
spender,4.130434782608695,2.073739438048328,4,1,7,23
spew,2.142857142857143,1.4928400545843579,2,1,6,21
sphinx,2.4285714285714284,1.886038933093073,2,1,7,21
spicy,1.6363636363636365,1.0021621646864365,1,1,4,22
spinach,1.2222222222222223,0.6467616667635546,1,1,3,18
spinal,1.7619047619047619,1.4108423691100969,1,1,7,21
spineless,3.0833333333333335,1.909169331471644,3,1,7,24
spinner,1.4444444444444444,1.0416176459053668,1,1,5,18
spirit,3.6363636363636362,2.1054454238712608,3.5,1,7,22
spirited,3.3,1.8945906376340316,3,1,7,20
spiritual,5.545454545454546,1.3354960814430656,6,2,7,22
spirituality,5.15,2.007223796297028,5,1,7,20
spit,3.4761904761904763,2.204972734957229,3,1,7,21
spiteful,3.9047619047619047,2.0953463175513947,4,1,7,21
splatter,3.15,2.1588252165910684,2.5,1,7,20
splendid,3,2.2677868380553634,2,1,7,22
splendor,3.619047619047619,2.1089378956287566,3,1,7,21
splint,2.6363636363636362,1.3988244910316507,2.5,1,5,22
splinter,1.8095238095238095,1.5368489717290903,1,1,7,21
spoil,3.55,2.0641042405337657,3.5,1,7,20
spoils,2.727272727272727,2.1421355206299597,2,1,7,22
spokesman,5.958333333333333,1.1220775245117838,6,4,7,24
sponge,1.4761904761904763,1.030487633067356,1,1,5,21
sponsor,4.523809523809524,1.9395630337539334,5,1,7,21
sponsorship,5.304347826086956,1.5792628490042622,6,2,7,23
spook,3.5238095238095237,2.1821789023599236,3,1,7,21
spooky,3.3636363636363638,2.08270553311368,3,1,7,22
spoonful,1.6363636363636365,0.902137912878521,1,1,4,22
sport,5.761904761904762,1.6402671094904606,6,1,7,21
sporting,4.782608695652174,2.2351839814274883,6,1,7,23
sportsman,4.875,1.541103500742244,5,1,7,24
sportsmanship,6.166666666666667,1.0431851677040116,6.5,4,7,18
sportswriter,5.2,2.015727634065883,6,1,7,20
sporty,5.086956521739131,1.9519930019961387,6,1,7,23
spotless,2.0454545454545454,1.7037010895686493,1,1,7,22
spotlight,3.260869565217391,1.7892962380969744,4,1,6,23
spotty,2.1818181818181817,1.2960145368218983,2,1,5,22
spousal,5.782608695652174,1.622470667591151,6,2,7,23
spout,2.2,1.98944583661936,1,1,7,20
spreader,3.4,2.326053807586891,3,1,7,20
spree,3.5,2.3654255632418653,3,1,7,22
spring,2.652173913043478,2.2076045358173335,2,1,7,23
springtime,2.782608695652174,2.173320077232704,2,1,7,23
sprinkler,2.090909090909091,1.973855084879307,1,1,7,22
sprint,2.782608695652174,1.7826568970635435,2,1,7,23
spunk,4.05,2.163695668842645,4,1,7,20
spunky,4.761904761904762,2.1657507221460626,6,1,7,21
squabble,4.818181818181818,2.342899376665052,6,1,7,22
squadron,4.85,1.7554426642213128,5,1,7,20
